Timestamp,Safety FirstLevel,Check your branchesLevel,Check your classesLevel,Line-by-lineLevel,Check your methodsLevel,Bug FinderLevel,Class Reviewer - BranchesLevel,Class Reviewer - LinesLevel,Class Reviewer - MethodsLevel,Double checkLevel,Shine in new splendourLevel,The Method ExtractorLevel,The Method InlinerLevel,The EponymLevel,Test FixerLevel,Gotta Catch ’Em AllLevel,The TesterLevel,The Tester - AdvancedLevel,Assert and TestedLevel,Safety FirstProgress,Check your branchesProgress,Check your classesProgress,Line-by-lineProgress,Check your methodsProgress,Bug FinderProgress,Class Reviewer - BranchesProgress,Class Reviewer - LinesProgress,Class Reviewer - MethodsProgress,Double checkProgress,Shine in new splendourProgress,The Method ExtractorProgress,The Method InlinerProgress,The EponymProgress,Test FixerProgress,Gotta Catch ’Em AllProgress,The TesterProgress,The Tester - AdvancedProgress,Assert and TestedProgress
2025-11-18 10:24:15.269,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,29,3,0,0,1,0,0,8,0,55
2025-11-18 10:24:21.463,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,29,3,0,0,1,0,0,9,0,55
2025-11-18 10:25:10.009,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,29,3,0,0,1,0,0,9,0,59
2025-11-18 10:25:10.353,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,29,3,0,0,1,0,0,10,0,59
2025-11-18 10:26:20.36,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,32,3,0,0,1,0,0,10,0,59
2025-11-18 10:26:23.309,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,32,3,0,0,1,0,0,11,0,59
2025-11-18 10:26:43.187,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,32,3,0,0,1,0,0,11,0,63
2025-11-18 10:26:43.539,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,32,3,0,0,1,0,0,12,0,63
2025-11-18 10:27:57.07,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,36,3,0,0,1,0,0,12,0,63
2025-11-18 10:27:57.086,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,36,3,0,0,1,0,0,12,0,63
2025-11-18 10:28:15.407,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,36,3,0,0,1,0,0,13,0,63
2025-11-18 10:28:34.633,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,36,3,0,0,1,0,0,13,0,67
2025-11-18 10:28:34.982,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,36,3,0,0,1,0,0,14,0,67
2025-11-18 10:29:11.634,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,10,0,0,0,0,0,0,0,0,40,3,0,0,1,0,0,14,0,67
2025-11-18 10:29:11.636,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,11,0,0,0,0,0,0,0,0,40,3,0,0,1,0,0,14,0,67
2025-11-18 10:29:13.845,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,11,0,0,0,0,0,0,0,0,40,3,0,0,1,0,0,14,0,71
2025-11-18 10:29:14.198,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,11,0,0,0,0,0,0,0,0,40,3,0,0,1,0,0,15,0,71
2025-11-27 10:46:10.921,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,11,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,15,0,71
2025-11-27 10:46:10.926,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,15,0,71
2025-11-27 10:46:21.796,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,15,0,75
2025-11-27 10:46:22.092,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,16,0,75
2025-11-27 10:49:50.818,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,16,0,79
2025-11-27 10:49:51.159,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,17,0,79
2025-11-27 11:20:56.893,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,0,0,0,48,3,0,0,1,0,0,17,0,79
2025-11-27 11:20:56.896,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,48,3,0,0,1,0,0,17,0,79
2025-11-27 11:21:01.218,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,48,3,0,0,1,0,0,18,0,79
2025-11-27 11:21:39.061,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,48,3,0,0,1,0,0,18,0,83
2025-11-27 11:21:39.398,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,48,3,0,0,1,0,0,19,0,83
2025-11-27 11:22:52.539,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,13,0,0,0,0,0,0,0,0,52,3,0,0,1,0,0,19,0,83
2025-11-27 11:22:52.542,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,14,0,0,0,0,0,0,0,0,52,3,0,0,1,0,0,19,0,83
2025-11-27 11:22:54.89,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,14,0,0,0,0,0,0,0,0,52,3,0,0,1,0,0,19,0,87
2025-11-27 11:22:55.231,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,14,0,0,0,0,0,0,0,0,52,3,0,0,1,0,0,20,0,87
2025-11-27 11:23:22.288,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,14,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,20,0,87
2025-11-27 11:23:22.292,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,20,0,87
2025-11-27 11:23:29.741,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,21,0,87
2025-11-27 11:24:52.734,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,21,0,91
2025-11-27 11:24:53.078,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,22,0,91
2025-11-27 11:24:58.417,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,22,0,95
2025-11-27 11:24:58.78,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,15,0,0,0,0,0,0,0,0,56,3,0,0,1,0,0,23,0,95
